Date,Open,High,Low,Close,Adj_Close,Volume
14-12-2004,10.2625,10.5125,10.13,10.4825,10.4825,2202000
15-12-2004,10.445,10.4625,10.19,10.26,10.26,2864400
16-12-2004,10.26,10.26,10.0775,10.245,10.245,2316000
17-12-2004,10.245,10.46,10.1875,10.3925,10.3925,1673200
20-12-2004,10.3925,10.4375,10.235,10.2775,10.2775,950800
21-12-2004,10.26,10.2625,10.105,10.1225,10.1225,1668400
22-12-2004,10.125,10.2375,10.1125,10.22,10.22,1182400
23-12-2004,10.2325,10.4525,10.2325,10.4325,10.4325,1397200
27-12-2004,10.435,10.4575,10.32,10.4225,10.4225,929600
28-12-2004,10.425,10.575,10.38,10.565,10.565,1182400
29-12-2004,10.565,10.565,10.425,10.4625,10.4625,666800
30-12-2004,10.45,10.47,10.3475,10.4525,10.4525,550400
31-12-2004,10.4525,10.4525,10.2975,10.315,10.315,923600
3/1/2005,10.315,10.355,10.1525,10.1875,10.1875,1612400
4/1/2005,10.1625,10.1675,9.94,9.97,9.97,2601600
5/1/2005,9.925,9.95,9.8375,9.8675,9.8675,1754000
6/1/2005,9.8675,10.0425,9.8675,10.0075,10.0075,1778800
7/1/2005,10,10.0475,9.92,10.0125,10.0125,713200
10/1/2005,10.01,10.3875,10.01,10.325,10.325,2053200
11/1/2005,10.3125,10.3125,10.05,10.0625,10.0625,1512800
12/1/2005,10.08,10.18,9.9475,10.025,10.025,2270800
13-01-2005,10.0125,10.11,9.9975,10.08,10.08,3052000
14-01-2005,10.055,10.295,10.04,10.295,10.295,1305600
18-01-2005,10.25,10.4775,10.2125,10.4725,10.4725,1375600
19-01-2005,10.46,10.4625,10.3,10.3275,10.3275,892800
20-01-2005,10.3,10.3625,10.16,10.2225,10.2225,1843600
21-01-2005,10.24,10.28,10.1975,10.2575,10.2575,1312800
24-01-2005,10.2575,10.49,10.25,10.335,10.335,2539200
25-01-2005,10.335,10.4375,10.2175,10.2225,10.2225,1128000
26-01-2005,10.225,10.3025,10.145,10.1825,10.1825,1530000
27-01-2005,10.1325,10.3375,10.125,10.2825,10.2825,1786800
28-01-2005,10.25,10.2825,9.6375,10.0425,10.0425,9047600
31-01-2005,10.105,10.195,10.0675,10.175,10.175,1820000
1/2/2005,10.1875,10.285,10.1025,10.1275,10.1275,2078400
2/2/2005,10.1275,10.19,9.9625,10.0625,10.0625,2217200
3/2/2005,10.0375,10.1225,9.975,10.1125,10.1125,1571600
4/2/2005,10.1125,10.175,10.09,10.15,10.15,2556000
7/2/2005,10.15,10.2675,10.1275,10.1575,10.1575,1796400
8/2/2005,10.1575,10.27,10.125,10.2225,10.2225,1849200
9/2/2005,10.2225,10.34,10.2,10.275,10.275,3217600
10/2/2005,10.3,10.425,10.3,10.35,10.35,1861600
11/2/2005,10.3875,10.6625,10.3825,10.6425,10.6425,1804000
14-02-2005,10.6425,10.7,10.4725,10.505,10.505,1880400
15-02-2005,10.5,10.5975,10.465,10.565,10.565,1037200
16-02-2005,10.565,10.6075,10.5375,10.5575,10.5575,1115200
17-02-2005,10.575,10.615,10.49,10.5,10.5,1078000
18-02-2005,10.5075,10.5075,10.45,10.465,10.465,1036800
22-02-2005,10.44,10.45,10.3125,10.3125,10.3125,1476800
23-02-2005,10.3125,10.5125,10.3075,10.4925,10.4925,1234800
24-02-2005,10.465,10.625,10.4475,10.6125,10.6125,1203600
25-02-2005,10.6125,10.7,10.515,10.6875,10.6875,1656000
28-02-2005,10.6625,10.755,10.605,10.7525,10.7525,1527600
1/3/2005,10.8,10.9325,10.7575,10.9075,10.9075,1634400
2/3/2005,10.9375,11.0575,10.8525,11.02,11.02,1710400
3/3/2005,11.005,11.005,10.8525,10.9425,10.9425,1660400
4/3/2005,10.975,11.03,10.8775,10.9825,10.9825,779200
7/3/2005,10.9625,10.9625,10.845,10.8875,10.8875,1132800
8/3/2005,10.8875,10.98,10.7075,10.7675,10.7675,1396000
9/3/2005,10.75,10.8775,10.7475,10.8675,10.8675,896400
10/3/2005,10.88,10.97,10.8175,10.8575,10.8575,958800
11/3/2005,10.8725,10.905,10.825,10.855,10.855,1258000
14-03-2005,10.8625,11.0875,10.86,11.07,11.07,1480000
15-03-2005,11.1125,11.16,10.8725,10.92,10.92,955600
16-03-2005,10.92,10.92,10.7075,10.7375,10.7375,1258800
17-03-2005,10.725,10.8175,10.6775,10.76,10.76,776000
18-03-2005,10.8225,10.855,10.78,10.845,10.845,1856800
21-03-2005,10.82,10.8925,10.75,10.875,10.875,957600
22-03-2005,10.875,10.9125,10.77,10.8225,10.8225,1305200
23-03-2005,10.8,10.82,10.7525,10.7775,10.7775,1413200
24-03-2005,10.7775,10.835,10.715,10.7175,10.7175,1565200
28-03-2005,10.7125,10.75,10.6475,10.72,10.72,1058400
29-03-2005,10.6825,10.84,10.65,10.7525,10.7525,1230400
30-03-2005,10.75,10.855,10.685,10.8525,10.8525,2278400
31-03-2005,10.8525,10.8625,10.7925,10.805,10.805,1363200
1/4/2005,10.775,10.875,10.775,10.8075,10.8075,3400800
4/4/2005,10.825,10.83,10.6275,10.6825,10.6825,1310000
5/4/2005,10.6875,10.765,10.6875,10.735,10.735,1297200
6/4/2005,10.7425,10.82,10.705,10.725,10.725,1430400
7/4/2005,10.695,10.7,10.6225,10.67,10.67,1857600
8/4/2005,10.6475,10.6475,10.5625,10.6225,10.6225,869600
11/4/2005,10.6225,10.685,10.605,10.6225,10.6225,816800
12/4/2005,10.625,10.6425,10.5025,10.56,10.56,1502800
13-04-2005,10.585,10.72,10.5725,10.63,10.63,1240000
14-04-2005,10.625,10.6625,10.45,10.4975,10.4975,3590800
15-04-2005,10.46,10.635,10.425,10.4625,10.4625,1739200
18-04-2005,10.4375,10.56,10.405,10.5175,10.5175,1467600
19-04-2005,10.5625,10.65,10.5325,10.605,10.605,1464800
20-04-2005,10.62,10.715,10.525,10.535,10.535,1425200
21-04-2005,10.5975,10.64,10.4525,10.5975,10.5975,3512000
22-04-2005,10.5975,10.69,10.4525,10.655,10.655,3856400
25-04-2005,10.6625,10.9825,10.6575,10.945,10.945,3682000
26-04-2005,10.95,11.08,10.8325,10.9025,10.9025,2430400
27-04-2005,10.935,11.0125,10.8175,10.9975,10.9975,1205600
28-04-2005,10.995,11.05,10.9375,11.0275,11.0275,2244800
29-04-2005,11.0325,11.0375,10.915,11.01,11.01,3202400
2/5/2005,11,11.225,11,11.19,11.19,2220000
3/5/2005,11.1825,11.35,11.155,11.2725,11.2725,2314800
4/5/2005,11.2825,11.37,11.2375,11.3325,11.3325,2104000
5/5/2005,11.3325,11.4275,11.2325,11.385,11.385,1792000
6/5/2005,11.3975,11.45,11.375,11.4325,11.4325,1060000
9/5/2005,11.43,11.55,11.3575,11.55,11.55,1692400
10/5/2005,11.5,11.6725,11.33,11.3775,11.3775,3440000
11/5/2005,11.3775,11.4875,11.3525,11.475,11.475,615200
12/5/2005,11.435,11.4625,11.3125,11.34,11.34,1346000
13-05-2005,11.325,11.3475,11.1375,11.265,11.265,633600
16-05-2005,11.265,11.37,11.25,11.3525,11.3525,746800
17-05-2005,11.3375,11.3525,11.19,11.325,11.325,1457600
18-05-2005,11.3125,11.47,11.3125,11.47,11.47,1652800
19-05-2005,11.4675,11.525,11.405,11.5225,11.5225,610800
20-05-2005,11.525,11.525,11.4325,11.4925,11.4925,1370400
23-05-2005,11.49,11.5875,11.45,11.565,11.565,703600
24-05-2005,11.5675,11.5675,11.4325,11.5325,11.5325,1466000
25-05-2005,11.5,11.5,11.365,11.3925,11.3925,2094800
26-05-2005,11.43,11.4575,11.3875,11.445,11.445,1036800
27-05-2005,11.43,11.595,11.375,11.5725,11.5725,1288400
31-05-2005,11.595,11.595,11.4275,11.4275,11.4275,1247200
1/6/2005,11.35,11.5575,11.35,11.5,11.5,1308800
2/6/2005,11.5,11.675,11.4475,11.645,11.645,1704000
3/6/2005,11.6475,11.7225,11.565,11.69,11.69,2032800
6/6/2005,11.69,11.69,11.4825,11.54,11.54,2334400
7/6/2005,11.5675,11.7,11.5675,11.6525,11.6525,2864400
8/6/2005,11.6675,11.6825,11.47,11.485,11.485,769600
9/6/2005,11.4825,11.4825,11.29,11.33,11.33,1926800
10/6/2005,11.355,11.37,11.22,11.24,11.24,1570000
13-06-2005,11.2425,11.2975,11.2075,11.26,11.26,958400
14-06-2005,10.75,10.84,10.4125,10.7925,10.7925,8037600
15-06-2005,10.8125,10.8625,10.74,10.79,10.79,2923600
16-06-2005,10.775,10.865,10.755,10.815,10.815,972400
17-06-2005,10.825,10.85,10.7325,10.82,10.82,2075200
20-06-2005,10.7575,10.82,10.6875,10.72,10.72,1913200
21-06-2005,10.7225,10.725,10.665,10.695,10.695,1355200
22-06-2005,10.645,10.6475,10.3825,10.625,10.625,3098400
23-06-2005,10.605,10.7125,10.6,10.6625,10.6625,1751200
24-06-2005,10.725,10.7725,10.5225,10.5775,10.5775,2094000
27-06-2005,10.595,10.6375,10.55,10.5975,10.5975,1072800
28-06-2005,10.6225,10.7175,10.6225,10.705,10.705,1568400
29-06-2005,10.73,10.73,10.625,10.7,10.7,2347200
30-06-2005,10.725,10.8325,10.69,10.755,10.755,1585600
1/7/2005,10.755,10.8,10.655,10.75,10.75,1269200
5/7/2005,10.7425,10.8925,10.72,10.75,10.75,1140400
6/7/2005,10.7375,10.7375,10.5575,10.5575,10.5575,1810400
7/7/2005,10.495,10.5625,10.4225,10.5075,10.5075,1448400
8/7/2005,10.495,10.5725,10.435,10.5475,10.5475,1744800
11/7/2005,10.57,10.61,10.5375,10.5725,10.5725,1018400
12/7/2005,10.565,10.6,10.4925,10.5775,10.5775,1076400
13-07-2005,10.5775,10.5775,10.4875,10.5075,10.5075,680000
14-07-2005,10.52,10.5925,10.3625,10.375,10.375,1461200
15-07-2005,10.3275,10.37,10.1725,10.225,10.225,3142000
18-07-2005,10.165,10.2875,10.155,10.23,10.23,1853200
19-07-2005,10.2675,10.285,10.05,10.1625,10.1625,2938000
20-07-2005,10.0975,10.2675,10.0975,10.215,10.215,2485200
21-07-2005,10.225,10.3675,10.1775,10.2775,10.2775,1736000
22-07-2005,10.8125,11.37,10.8125,11.115,11.115,12950800
25-07-2005,11.14,11.275,11.075,11.265,11.265,3662000
26-07-2005,11.3125,11.5025,11.305,11.475,11.475,3781200
27-07-2005,11.5025,11.5625,11.375,11.475,11.475,1909600
28-07-2005,11.5025,11.61,11.3925,11.5625,11.5625,1873200
29-07-2005,11.55,11.5875,11.44,11.4675,11.4675,1182800
1/8/2005,11.4675,11.5075,11.425,11.4625,11.4625,1665600
2/8/2005,11.4375,11.4725,11.3525,11.395,11.395,1785200
3/8/2005,11.4,11.435,11.3125,11.35,11.35,1137200
4/8/2005,11.3,11.355,11.225,11.25,11.25,1169200
5/8/2005,11.215,11.2225,11.125,11.135,11.135,1475200
8/8/2005,11.1225,11.1625,10.97,10.975,10.975,1951200
9/8/2005,10.9875,11,10.9325,11,11,1518400
10/8/2005,11.03,11.0525,10.895,10.925,10.925,1376000
11/8/2005,10.9375,11.125,10.9375,11.0425,11.0425,1375200
12/8/2005,11.0175,11.075,10.91,11.005,11.005,1076400
15-08-2005,10.98,11.085,10.935,11.035,11.035,744000
16-08-2005,11.0175,11.02,10.8625,10.885,10.885,887200
17-08-2005,10.93,10.94,10.8325,10.88,10.88,1540000
18-08-2005,10.875,10.875,10.7625,10.84,10.84,914800
19-08-2005,10.86,10.89,10.64,10.7525,10.7525,1209600
22-08-2005,10.775,10.8,10.615,10.78,10.78,1104400
23-08-2005,10.78,10.825,10.6,10.73,10.73,1233200
24-08-2005,10.7325,10.83,10.7075,10.7525,10.7525,970000
25-08-2005,10.735,10.7625,10.6225,10.6625,10.6625,1047200
26-08-2005,10.7,10.8175,10.6675,10.78,10.78,1396400
29-08-2005,10.7825,10.9075,10.7475,10.9025,10.9025,1069200
30-08-2005,10.8825,10.9125,10.79,10.895,10.895,1259600
31-08-2005,10.875,11.0275,10.8025,11,11,1302400
1/9/2005,10.9375,11.05,10.9375,11.02,11.02,1045600
2/9/2005,11.05,11.11,10.9375,10.95,10.95,481200
6/9/2005,11,11.2025,10.995,11.2025,11.2025,1088400
7/9/2005,11.225,11.275,11.1475,11.16,11.16,890400
8/9/2005,11.16,11.1875,10.935,10.9775,10.9775,1819600
9/9/2005,10.98,11.04,10.925,10.9875,10.9875,1093200
12/9/2005,11,11.0375,10.935,10.985,10.985,736400
13-09-2005,10.985,11.06,10.9175,10.9775,10.9775,1016000
14-09-2005,11.045,11.0625,10.9375,10.9725,10.9725,757200
15-09-2005,11,11.055,10.8725,10.925,10.925,1104400
16-09-2005,10.9325,11.025,10.9,10.995,10.995,986000
19-09-2005,10.9775,11.0425,10.9025,11.0325,11.0325,963600
20-09-2005,11.05,11.1,10.855,10.9275,10.9275,882400
21-09-2005,10.9,10.9,10.75,10.7975,10.7975,1197200
22-09-2005,10.7625,10.895,10.75,10.895,10.895,1496000
23-09-2005,10.8625,10.8625,10.8025,10.83,10.83,1072000
26-09-2005,10.8625,10.9925,10.8075,10.94,10.94,1141200
27-09-2005,10.99,11.0175,10.8925,11.005,11.005,952000
28-09-2005,11.025,11.065,10.8875,10.9125,10.9125,892400
29-09-2005,10.925,11.005,10.84,11.0025,11.0025,746400
30-09-2005,10.975,11.105,10.875,11.1025,11.1025,1088800
3/10/2005,11.01,11.1275,10.975,11.0475,11.0475,2737600
4/10/2005,11.06,11.235,11.05,11.08,11.08,1060000
5/10/2005,11.0625,11.085,10.905,10.915,10.915,989200
6/10/2005,10.915,10.9525,10.7525,10.8575,10.8575,1563600
7/10/2005,10.8625,10.9075,10.6675,10.7625,10.7625,883200
10/10/2005,10.7625,10.775,10.6025,10.6475,10.6475,812000
11/10/2005,10.6725,10.725,10.4875,10.4975,10.4975,1006000
12/10/2005,10.4975,10.5425,10.3525,10.435,10.435,1605600
13-10-2005,10.45,10.5675,10.4275,10.475,10.475,879600
14-10-2005,10.5125,10.58,10.3875,10.48,10.48,1107200
17-10-2005,10.48,10.4875,10.375,10.475,10.475,1687200
18-10-2005,10.5,10.7475,10.45,10.71,10.71,3125600
19-10-2005,10.7,10.7575,10.6275,10.75,10.75,1984000
20-10-2005,10.775,10.8025,10.6475,10.7225,10.7225,1614400
21-10-2005,10.7225,10.7475,10.6175,10.635,10.635,1126400
24-10-2005,10.635,10.69,10.525,10.6725,10.6725,1718000
25-10-2005,10.67,10.6925,10.495,10.5375,10.5375,1022400
26-10-2005,10.54,10.54,10.375,10.4075,10.4075,2486800
27-10-2005,10.405,10.4525,10.2375,10.2625,10.2625,1600400
28-10-2005,10.3075,10.35,10.135,10.335,10.335,1702400
31-10-2005,10.3375,10.53,10.3275,10.345,10.345,1392000
1/11/2005,10.2825,10.495,10.2825,10.4375,10.4375,1331200
2/11/2005,10.39,10.575,10.39,10.505,10.505,1125600
3/11/2005,10.505,10.57,10.4275,10.5,10.5,1488800
4/11/2005,10.5125,10.525,10.365,10.475,10.475,923200
7/11/2005,10.4875,10.5425,10.43,10.475,10.475,1668400
8/11/2005,10.465,10.555,10.42,10.555,10.555,1020800
9/11/2005,10.54,10.6625,10.54,10.6,10.6,738800
10/11/2005,10.5975,10.6525,10.455,10.565,10.565,1024000
11/11/2005,10.57,10.585,10.4225,10.5325,10.5325,1030000
14-11-2005,10.5325,10.535,10.4125,10.485,10.485,752000
15-11-2005,10.4625,10.5125,10.38,10.475,10.475,1375200
16-11-2005,10.4925,10.525,10.4625,10.4975,10.4975,1609600
17-11-2005,10.5125,10.5175,10.4325,10.45,10.45,1210400
18-11-2005,10.4625,10.4875,10.3875,10.4225,10.4225,1322400
21-11-2005,10.4375,10.4375,10.345,10.3925,10.3925,1763200
22-11-2005,10.35,10.385,10.2525,10.2775,10.2775,1906400
23-11-2005,10.295,10.325,10.22,10.2475,10.2475,1335600
25-11-2005,10.275,10.3525,10.26,10.325,10.325,190400
28-11-2005,10.325,10.325,10.1075,10.1125,10.1125,1873600
29-11-2005,10.1375,10.19,9.9125,9.9625,9.9625,2258400
30-11-2005,10.02,10.125,9.9725,9.9975,9.9975,2890800
1/12/2005,9.9825,10.15,9.9375,10.15,10.15,4130400
2/12/2005,10.15,10.5375,10.1175,10.475,10.475,2542000
5/12/2005,10.475,10.565,10.3575,10.4375,10.4375,1346400
6/12/2005,10.4825,10.55,10.45,10.475,10.475,1141200
7/12/2005,10.5,10.56,10.3275,10.37,10.37,1474800
8/12/2005,10.3875,10.4,10.255,10.3225,10.3225,1156000
9/12/2005,10.375,10.4525,10.35,10.375,10.375,1517200
12/12/2005,10.43,10.4775,10.365,10.425,10.425,1039600
13-12-2005,10.4375,10.4725,10.3875,10.4125,10.4125,1040800
14-12-2005,10.45,10.56,10.4,10.4725,10.4725,993600
15-12-2005,10.485,10.5025,10.4075,10.4775,10.4775,847600
16-12-2005,10.4875,10.6425,10.47,10.5075,10.5075,1311600
19-12-2005,10.545,10.545,10.3225,10.375,10.375,1013600
20-12-2005,10.435,10.4375,10.3325,10.39,10.39,856400
21-12-2005,10.4425,10.455,10.3525,10.45,10.45,1119200
22-12-2005,10.4625,10.585,10.44,10.505,10.505,584400
23-12-2005,10.53,10.6,10.425,10.5075,10.5075,516400
27-12-2005,10.5825,10.605,10.3875,10.44,10.44,1323600
28-12-2005,10.46,10.5075,10.425,10.455,10.455,861600
29-12-2005,10.4875,10.5125,10.405,10.4775,10.4775,738000
30-12-2005,10.48,10.4875,10.3825,10.4025,10.4025,594400
3/1/2006,10.37,10.41,10.2775,10.35,10.35,1762800
4/1/2006,10.35,10.5925,10.3375,10.575,10.575,1614000
5/1/2006,10.5975,10.65,10.52,10.54,10.54,1439200
6/1/2006,10.5625,10.625,10.5025,10.615,10.615,940400
9/1/2006,10.645,10.6625,10.46,10.485,10.485,1515200
10/1/2006,10.485,10.635,10.4825,10.625,10.625,1850400
11/1/2006,10.625,10.78,10.5375,10.5625,10.5625,2250800
12/1/2006,10.55,10.7075,10.535,10.6925,10.6925,1074800
13-01-2006,10.6925,10.8125,10.6925,10.745,10.745,1001600
17-01-2006,10.7225,10.7625,10.555,10.59,10.59,1227200
18-01-2006,10.54,10.685,10.5375,10.67,10.67,1070000
19-01-2006,10.6775,10.6775,10.585,10.6425,10.6425,959600
20-01-2006,10.625,10.645,10.55,10.55,10.55,1038400
23-01-2006,10.5925,10.6225,10.55,10.5575,10.5575,2076000
24-01-2006,10.5825,10.64,10.54,10.56,10.56,1737200
25-01-2006,10.565,10.5775,10.4,10.435,10.435,1576400
26-01-2006,10.4625,10.67,10.4625,10.62,10.62,1792800
27-01-2006,10.6575,10.7375,10.6,10.6375,10.6375,707600
30-01-2006,10.635,10.7225,10.61,10.7,10.7,1091200
31-01-2006,10.6675,10.7475,10.65,10.735,10.735,1124000
1/2/2006,10.6725,10.8575,10.6725,10.8325,10.8325,1731200
2/2/2006,10.825,10.8325,10.6875,10.7025,10.7025,885200
3/2/2006,11.125,11.83,11.125,11.55,11.55,10204400
6/2/2006,11.525,11.525,11.1275,11.1675,11.1675,3344800
7/2/2006,11.2,11.27,10.94,11.0025,11.0025,2257600
8/2/2006,11.0075,11.05,10.9725,11.01,11.01,1714800
9/2/2006,11.0675,11.135,10.9425,11.1275,11.1275,1945200
10/2/2006,11.125,11.125,10.875,10.905,10.905,2023600
13-02-2006,10.8325,10.9275,10.75,10.8275,10.8275,2090000
14-02-2006,10.8275,10.9225,10.75,10.7725,10.7725,1786000
15-02-2006,10.765,10.8175,10.6825,10.75,10.75,1732000
16-02-2006,10.7625,10.8075,10.695,10.7575,10.7575,1376800
17-02-2006,10.7675,10.7675,10.5925,10.5975,10.5975,1060400
21-02-2006,10.59,10.59,10.415,10.5275,10.5275,2044800
22-02-2006,10.5275,10.6,10.5125,10.59,10.59,1513200
23-02-2006,10.5875,10.6275,10.515,10.5175,10.5175,1234400
24-02-2006,10.5025,10.555,10.4775,10.5075,10.5075,938400
27-02-2006,10.5,10.5075,10.475,10.5,10.5,1977600
28-02-2006,10.4875,10.5025,10.25,10.3375,10.3375,2331200
1/3/2006,10.275,10.515,10.26,10.475,10.475,2201600
2/3/2006,10.5,10.5725,10.4725,10.565,10.565,1675600
3/3/2006,10.5875,10.6875,10.54,10.625,10.625,2086000
6/3/2006,10.6,10.65,10.5,10.5525,10.5525,1420400
7/3/2006,10.5375,10.61,10.4075,10.4575,10.4575,1936800
8/3/2006,10.4125,10.46,10.3225,10.36,10.36,1441600
9/3/2006,10.39,10.495,10.37,10.43,10.43,1115200
10/3/2006,10.4225,10.5,10.4,10.4475,10.4475,601200
13-03-2006,10.4375,10.525,10.36,10.39,10.39,858400
14-03-2006,10.375,10.48,10.345,10.47,10.47,1244000
15-03-2006,10.4575,10.57,10.445,10.57,10.57,933600
16-03-2006,10.5525,10.575,10.505,10.575,10.575,982400
17-03-2006,10.575,10.6875,10.5525,10.65,10.65,1246800
20-03-2006,10.615,10.6875,10.5975,10.675,10.675,1074400
21-03-2006,10.7175,10.77,10.6625,10.76,10.76,2285600
22-03-2006,10.76,10.9725,10.7025,10.9575,10.9575,2323600
23-03-2006,10.9625,11.2175,10.96,11.215,11.215,4107200
24-03-2006,11.215,11.2875,11.1775,11.205,11.205,1680800
27-03-2006,11.2125,11.215,11.1175,11.1175,11.1175,1566400
28-03-2006,11.1175,11.1225,11.0075,11.07,11.07,994400
29-03-2006,11.0425,11.11,10.9525,10.955,10.955,1563600
30-03-2006,10.955,10.955,10.7,10.8325,10.8325,5004400
31-03-2006,10.8575,10.905,10.8175,10.875,10.875,1368000
3/4/2006,10.73,10.91,10.73,10.8575,10.8575,1908800
4/4/2006,10.845,10.8625,10.75,10.85,10.85,1750000
5/4/2006,10.8475,10.885,10.7375,10.8625,10.8625,1208400
6/4/2006,10.825,10.885,10.7525,10.8375,10.8375,1189200
7/4/2006,10.8625,10.975,10.795,10.815,10.815,978000
10/4/2006,10.8125,10.85,10.7175,10.78,10.78,1048800
11/4/2006,10.7625,10.795,10.6575,10.705,10.705,766000
12/4/2006,10.7025,10.7875,10.6875,10.725,10.725,810400
13-04-2006,10.7125,10.715,10.5025,10.7125,10.7125,1308400
17-04-2006,10.7125,10.73,10.645,10.6925,10.6925,1108000
18-04-2006,10.705,10.9975,10.705,10.8825,10.8825,1650800
19-04-2006,10.8825,10.975,10.87,10.9375,10.9375,1637600
20-04-2006,10.98,11.2625,10.9625,11.2225,11.2225,2174800
21-04-2006,11.375,11.5275,11.25,11.375,11.375,3080400
24-04-2006,11.3375,11.3425,11.1375,11.2275,11.2275,2112400
25-04-2006,11.225,11.2275,11.1225,11.17,11.17,866000
26-04-2006,11.1875,11.225,11.0975,11.16,11.16,853600
27-04-2006,11.16,11.18,11.1075,11.165,11.165,637600
28-04-2006,11.125,11.2375,11.09,11.11,11.11,1288800
1/5/2006,11,11.0975,10.9525,10.975,10.975,1285200
2/5/2006,10.985,11.025,10.935,10.975,10.975,974000
3/5/2006,10.99,11.025,10.87,10.915,10.915,828000
4/5/2006,10.915,11.035,10.915,11.0175,11.0175,789600
5/5/2006,11.0175,11.11,10.9425,11.08,11.08,872800
8/5/2006,11.0375,11.105,11,11.025,11.025,646000
9/5/2006,11,11.025,10.8725,10.875,10.875,1298400
10/5/2006,10.875,11.005,10.875,10.9775,10.9775,2076400
11/5/2006,10.9375,11.195,10.92,11.05,11.05,1436400
12/5/2006,11.06,11.08,10.905,10.995,10.995,1051600
15-05-2006,10.935,11.13,10.935,11.125,11.125,1952800
16-05-2006,11.125,11.1875,11.085,11.1025,11.1025,1180800
17-05-2006,11.0625,11.13,10.875,10.9625,10.9625,1301200
18-05-2006,10.9775,11.0975,10.93,10.9425,10.9425,1173600
19-05-2006,11.005,11.0975,10.96,11.06,11.06,1285200
22-05-2006,11.0525,11.095,10.9,11.0125,11.0125,1658000
23-05-2006,11.025,11.0275,10.84,10.88,10.88,1172400
24-05-2006,10.87,11.0175,10.775,10.96,10.96,1096400
25-05-2006,10.9675,11.025,10.88,10.9875,10.9875,988000
26-05-2006,10.9975,11.12,10.9625,11,11,855600
30-05-2006,10.975,11.0975,10.9575,11.0475,11.0475,820800
31-05-2006,11.0375,11.115,10.965,11.085,11.085,1055600
1/6/2006,11.0575,11.155,11,11.1425,11.1425,1246000
2/6/2006,11.1875,11.2925,11.145,11.2675,11.2675,958400
5/6/2006,11.2375,11.295,11.09,11.1325,11.1325,824000
6/6/2006,11.1225,11.1875,11.0475,11.1,11.1,836800
7/6/2006,11.1,11.2675,11.1,11.225,11.225,1411200
8/6/2006,11.2,11.3525,11.18,11.3325,11.3325,1436400
9/6/2006,11.325,11.375,11.2425,11.27,11.27,657200
12/6/2006,11.285,11.2925,11.14,11.165,11.165,1049200
13-06-2006,11.1375,11.3025,11.135,11.195,11.195,1189200
14-06-2006,11.1575,11.1825,11.0825,11.16,11.16,1008400
15-06-2006,11.175,11.335,11.11,11.3275,11.3275,1232400
16-06-2006,11.3525,11.425,11.29,11.3525,11.3525,1402400
19-06-2006,11.3375,11.4025,11.225,11.2525,11.2525,1647600
20-06-2006,11.2325,11.325,11.2,11.2475,11.2475,1216400
21-06-2006,11.22,11.35,11.22,11.325,11.325,1113600
22-06-2006,11.3125,11.315,11.055,11.0825,11.0825,1816000
23-06-2006,11.055,11.1475,11,11.0775,11.0775,957600
26-06-2006,11.0625,11.26,11.0325,11.14,11.14,1601200
27-06-2006,11.1375,11.1425,11.005,11.04,11.04,1234000
28-06-2006,11.07,11.1125,10.9675,10.99,10.99,1157600
29-06-2006,11.0275,11.18,11.005,11.14,11.14,2435200
30-06-2006,11.1675,11.3575,11.0775,11.3575,11.3575,2011600
3/7/2006,11.3575,11.4075,11.255,11.38,11.38,619200
5/7/2006,11.375,11.3975,11.1575,11.2,11.2,1015200
6/7/2006,11.1875,11.34,11.1875,11.2375,11.2375,783600
7/7/2006,11.21,11.325,11.195,11.2275,11.2275,658000
10/7/2006,11.25,11.3625,11.1825,11.205,11.205,1374000
11/7/2006,11.175,11.24,11.16,11.2,11.2,977600
12/7/2006,11.1775,11.2975,11.1775,11.2325,11.2325,891200
13-07-2006,11.2125,11.275,11.1625,11.165,11.165,894000
14-07-2006,11.165,11.2225,11,11.0525,11.0525,1170800
17-07-2006,11.0125,11.1725,11.0125,11.125,11.125,1056800
18-07-2006,11.125,11.2275,11.0225,11.15,11.15,998400
19-07-2006,11.1625,11.49,11.1625,11.43,11.43,1393600
20-07-2006,11.4525,11.475,11.3075,11.4,11.4,1052800
21-07-2006,11.4,11.425,11.1925,11.2875,11.2875,795600
24-07-2006,11.285,11.3825,11.12,11.23,11.23,1186000
25-07-2006,10.775,10.9125,10.3875,10.815,10.815,6282000
26-07-2006,10.79,10.8925,10.5875,10.8475,10.8475,3655200
27-07-2006,10.8475,10.9125,10.6875,10.8725,10.8725,1702000
28-07-2006,10.8725,11.0525,10.825,10.995,10.995,1109200
31-07-2006,11.0075,11.1225,10.9675,11.06,11.06,875200
1/8/2006,11.025,11.0525,10.8625,11.02,11.02,945200
2/8/2006,11.07,11.195,11.05,11.0875,11.0875,1286800
3/8/2006,11.05,11.1375,10.89,11.0775,11.0775,1184400
4/8/2006,11.12,11.25,11.12,11.175,11.175,1227600
7/8/2006,11.135,11.1675,11.02,11.0675,11.0675,727600
8/8/2006,11.0925,11.175,11.0575,11.1425,11.1425,940400
9/8/2006,11.1875,11.245,11.17,11.19,11.19,983200
10/8/2006,11.1625,11.4225,11.135,11.3575,11.3575,1664000
11/8/2006,11.345,11.3475,11.27,11.3,11.3,636000
14-08-2006,11.3225,11.35,11.2275,11.2875,11.2875,706000
15-08-2006,11.325,11.3925,11.2875,11.3675,11.3675,1382800
16-08-2006,11.375,11.455,11.375,11.44,11.44,1056000
17-08-2006,11.4,11.61,11.4,11.59,11.59,1246400
